"id","college_board_id","school_name","course_record_id","course_title","transcript_abbreviation","course_number","course_length","subject_area","discipline","uc_honors","cte_industry_sector","cte_pathway","school_code"
"239","052891","Canyon Hills High School","HGBKT7","Band 1,2","BAND 1 P,BAND 2 P,BAND 1,2 (P)","5021","Full Year","F","Music","None","","","357"
"240","052891","Canyon Hills High School","BAK8HW","Band 3,4","BAND 3 P,BAND 4 P,BAND 3,4 (P)","5320","Full Year","F","Music","None","","","357"
"241","052891","Canyon Hills High School","BAK8HW","Band 3,4","BAND 3 P,BAND 4 P,BAND 3,4 (P)","5321","Full Year","F","Music","None","","","357"
"242","052891","Canyon Hills High School","JQPT9A","Band 5,6","BAND 5 P,BAND 6 P,BAND 5,6 (P)","5325","Full Year","F","Music","None","","","357"
"243","052891","Canyon Hills High School","JQPT9A","Band 5,6","BAND 5 P,BAND 6 P,BAND 5,6 (P)","5326","Full Year","F","Music","None","","","357"
"244","052891","Canyon Hills High School","A6P35C","Band 7,8","BAND 7 P,BAND 8 P,BAND 7,8 (P)","5322","Full Year","F","Music","None","","","357"
"245","052891","Canyon Hills High School","A6P35C","Band 7,8","BAND 7 P,BAND 8 P,BAND 7,8 (P)","5323","Full Year","F","Music","None","","","357"
"246","052891","Canyon Hills High School","TRAZJ5","Band 7,8 Honors","BAND 7,8 HNRS (HP)","5327","Full Year","F","Music","Honors","","","357"
"247","052891","Canyon Hills High School","TRAZJ5","Band 7,8 Honors","BAND 7,8 HNRS (HP)","5328","Full Year","F","Music","Honors","","","357"
"248","052891","Canyon Hills High School","WW2MYB","Choir 1,2","CHOIR 1 P,CHOIR 2 P,CHOIR 1,2 (P)","5050","Full Year","F","Music","None","","","357"
"249","052891","Canyon Hills High School","WW2MYB","Choir 1,2","CHOIR 1 P,CHOIR 2 P,CHOIR 1,2 (P)","5051","Full Year","F","Music","None","","","357"
"250","052891","Canyon Hills High School","EM7DPE","Choir 3,4","CHOIR 3 P,CHOIR 4 P,CHOIR 3,4 (P)","5055","Full Year","F","Music","None","","","357"
"251","052891","Canyon Hills High School","EM7DPE","Choir 3,4","CHOIR 3 P,CHOIR 4 P,CHOIR 3,4 (P)","5056","Full Year","F","Music","None","","","357"
"252","052891","Canyon Hills High School","ZABFKZ","Choir 5,6","CHOIR 5 P,CHOIR 6 P,CHOIR 5,6 (P)","5060","Full Year","F","Music","None","","","357"
"253","052891","Canyon Hills High School","ZABFKZ","Choir 5,6","CHOIR 5 P,CHOIR 6 P,CHOIR 5,6 (P)","5061","Full Year","F","Music","None","","","357"
"254","052891","Canyon Hills High School","SJRG5D","Choir 7,8","CHOIR 7,8 (P)","5360","Full Year","F","Music","None","","","357"
"255","052891","Canyon Hills High School","SJRG5D","Choir 7,8","CHOIR 7,8 (P)","5361","Full Year","F","Music","None","","","357"
"256","052891","Canyon Hills High School","DYD4BF","Choir 7,8 Honors","CHOIR 7 HNRSHP,CHOIR 8 HNRSHP,CHOIR 7,8 HNRS (HP)","5057","Full Year","F","Music","Honors","","","357"
"257","052891","Canyon Hills High School","DYD4BF","Choir 7,8 Honors","CHOIR 7 HNRSHP,CHOIR 8 HNRSHP,CHOIR 7,8 HNRS (HP)","5058","Full Year","F","Music","Honors","","","357"
"258","052891","Canyon Hills High School","SD72W8","Guitar 1,2","GUITAR 1,2 (P)","5391","Full Year","F","Music","None","","","357"
"259","052891","Canyon Hills High School","SD72W8","Guitar 1,2","GUITAR 1,2 (P)","5392","Full Year","F","Music","None","","","357"
"260","052891","Canyon Hills High School","RHL34X","Jazz Ensemble 1,2","JAZZ ENSMBL1P,JAZZ ENSMBL2P,JAZZ ENSMBL1,2 (P)","5330","Full Year","F","Music","None","","","357"
"261","052891","Canyon Hills High School","RHL34X","Jazz Ensemble 1,2","JAZZ ENSMBL1P,JAZZ ENSMBL2P,JAZZ ENSMBL1,2 (P)","5331","Full Year","F","Music","None","","","357"
"262","052891","Canyon Hills High School","MK9S72","Jazz Ensemble 3,4","JAZZ ENSMBL3P,JAZZ ENSMBL4P,JAZZ ENSMBL 3,4 (P)","5332","Full Year","F","Music","None","","","357"
"263","052891","Canyon Hills High School","MK9S72","Jazz Ensemble 3,4","JAZZ ENSMBL3P,JAZZ ENSMBL4P,JAZZ ENSMBL 3,4 (P)","5333","Full Year","F","Music","None","","","357"
"264","052891","Canyon Hills High School","H74MCJ","Jazz Ensemble 5,6","JAZZ ENSMBL 5,6,JAZZ ENSMBL5P,JAZZ ENSMBL6P","5343","Full Year","F","Music","None","","","357"
"265","052891","Canyon Hills High School","H74MCJ","Jazz Ensemble 5,6","JAZZ ENSMBL 5,6,JAZZ ENSMBL5P,JAZZ ENSMBL6P","5344","Full Year","F","Music","None","","","357"
"266","052891","Canyon Hills High School","AL5SX8","Jazz Ensemble 7,8","JAZZ ENSEMBL 7,8(P),JAZZ ENSMBL7P,JAZZ ENSMBL8P","5345","Full Year","F","Music","None","","","357"
"267","052891","Canyon Hills High School","AL5SX8","Jazz Ensemble 7,8","JAZZ ENSEMBL 7,8(P),JAZZ ENSMBL7P,JAZZ ENSMBL8P","5346","Full Year","F","Music","None","","","357"
"268","052891","Canyon Hills High School","ET7JWA","Jazz Ensemble 7,8 Honors","JAZZ ENSMBL 7,8 HNRS (HP)","5349","Full Year","F","Music","Honors","","","357"
"269","052891","Canyon Hills High School","ET7JWA","Jazz Ensemble 7,8 Honors","JAZZ ENSMBL 7,8 HNRS (HP)","5350","Full Year","F","Music","Honors","","","357"
"270","052891","Canyon Hills High School","FYFP36","Orchestra 1,2","ORCHESTRA 1 P,ORCHESTRA 2 P,ORCHESTR 1,2 (P)","5335","Full Year","F","Music","None","","","357"
"271","052891","Canyon Hills High School","FYFP36","Orchestra 1,2","ORCHESTRA 1 P,ORCHESTRA 2 P,ORCHESTR 1,2 (P)","5336","Full Year","F","Music","None","","","357"
"272","052891","Canyon Hills High School","MKK3J7W","Orchestra 3,4","ORCHESTRA 3P,ORCHESTRA 4P,ORCHESTRA 3,4 (P)","5337","Full Year","F","Music","None","","","357"
"273","052891","Canyon Hills High School","MKK3J7W","Orchestra 3,4","ORCHESTRA 3P,ORCHESTRA 4P,ORCHESTRA 3,4 (P)","5338","Full Year","F","Music","None","","","357"
"274","052891","Canyon Hills High School","ZLD4JN","Orchestra 5,6","ORCHESTRA 5P,ORCHESTRA 6P,ORCHESTRA 5,6 (P)","5339","Full Year","F","Music","None","","","357"
"275","052891","Canyon Hills High School","ZLD4JN","Orchestra 5,6","ORCHESTRA 5P,ORCHESTRA 6P,ORCHESTRA 5,6 (P)","5340","Full Year","F","Music","None","","","357"
"276","052891","Canyon Hills High School","XX978J","Orchestra 7,8","ORCHESTRA 7P,ORCHESTRA 8P,ORCHESTRA 7,8 (P)","5341","Full Year","F","Music","None","","","357"
"277","052891","Canyon Hills High School","XX978J","Orchestra 7,8","ORCHESTRA 7P,ORCHESTRA 8P,ORCHESTRA 7,8 (P)","5342","Full Year","F","Music","None","","","357"
"278","052891","Canyon Hills High School","YZ2S8L","Orchestra 7,8 Honors","ORCHESTRA 7,8 HNRS,ORCHESTRA 7 HNRSHP,ORCHESTRA 8 HNRSHP","5347","Full Year","F","Music","Honors","","","357"
"279","052891","Canyon Hills High School","YZ2S8L","Orchestra 7,8 Honors","ORCHESTRA 7,8 HNRS,ORCHESTRA 7 HNRSHP,ORCHESTRA 8 HNRSHP","5348","Full Year","F","Music","Honors","","","357"
"280","052891","Canyon Hills High School","YX2RMB","Theatre: Musical 1,2","THEATRE:MUS1(P),THEATRE:MUS2(P)","1411","Full Year","F","Music","None","","","357"
"281","052891","Canyon Hills High School","YX2RMB","Theatre: Musical 1,2","THEATRE:MUS1(P),THEATRE:MUS2(P)","1412","Full Year","F","Music","None","","","357"
"282","052891","Canyon Hills High School","JPR9EQG","Technical Theatre 1/2","TECH THTR 1,2(P)","1413","Full Year","F","Theater","None","Arts, Media, and Entertainment","Production and Managerial Arts","357"
"283","052891","Canyon Hills High School","JPR9EQG","Technical Theatre 1/2","TECH THTR 1,2(P)","1414","Full Year","F","Theater","None","Arts, Media, and Entertainment","Production and Managerial Arts","357"
"284","052891","Canyon Hills High School","JK96JY4","Technical Theatre 3,4","TECHTHEATRE 3,4 (P)","1462","Full Year","F","Theater","None","","","357"
"285","052891","Canyon Hills High School","JK96JY4","Technical Theatre 3,4","TECHTHEATRE 3,4 (P)","1463","Full Year","F","Theater","None","","","357"
"286","052891","Canyon Hills High School","OL4PE93","Theatre 1,2","THEATRE 1 P,THEATRE 2 P,THEATRE 1,2 (P)","1423","Full Year","F","Theater","None","","","357"
"287","052891","Canyon Hills High School","OL4PE93","Theatre 1,2","THEATRE 1 P,THEATRE 2 P,THEATRE 1,2 (P)","1424","Full Year","F","Theater","None","","","357"
"288","052891","Canyon Hills High School","OMLSCPN","Theatre 3,4","THEATRE 3 P,THEATRE 4 P,THEATRE 3,4 (P)","1425","Full Year","F","Theater","None","","","357"
"289","052891","Canyon Hills High School","OMLSCPN","Theatre 3,4","THEATRE 3 P,THEATRE 4 P,THEATRE 3,4 (P)","1426","Full Year","F","Theater","None","","","357"
"290","052891","Canyon Hills High School","MH4EABY","Theatre 5,6","THEATRE 5,6 (P)","1427","Full Year","F","Theater","None","","","357"
"291","052891","Canyon Hills High School","MH4EABY","Theatre 5,6","THEATRE 5,6 (P)","1428","Full Year","F","Theater","None","","","357"
"292","052891","Canyon Hills High School","NGB6W5","Theatre 7/8","THEATRE 7,8 (P)","1429","Full Year","F","Theater","None","","","357"
"293","052891","Canyon Hills High School","NGB6W5","Theatre 7/8","THEATRE 7,8 (P)","1430","Full Year","F","Theater","None","","","357"
"294","052891","Canyon Hills High School","AZW4G3","Theatre: Musical 3,4","THEATRE:MUS 3,4 (P)","1453","Full Year","F","Theater","None","","","357"
"295","052891","Canyon Hills High School","AZW4G3","Theatre: Musical 3,4","THEATRE:MUS 3,4 (P)","1454","Full Year","F","Theater","None","","","357"
"296","052891","Canyon Hills High School","L5LYRN","Theatre: Musical 5,6","THEATRE: MUS 5,6 (P)","5555","Full Year","F","Theater","None","","","357"
"297","052891","Canyon Hills High School","L5LYRN","Theatre: Musical 5,6","THEATRE: MUS 5,6 (P)","5556","Full Year","F","Theater","None","","","357"
"298","052891","Canyon Hills High School","FK4AY8","Art 1,2","ART 1 (P),ART 2 (P)","0191","Full Year","F","Visual Arts","None","","","357"
"299","052891","Canyon Hills High School","FK4AY8","Art 1,2","ART 1 (P),ART 2 (P)","0192","Full Year","F","Visual Arts","None","","","357"
"300","052891","Canyon Hills High School","J7F2DQ","CA - Visual Arts","EDG CA ART","0407","Half Year","F","Visual Arts","None","","","357"
"301","052891","Canyon Hills High School","EJS8GA","Design in Mixed Media 1-2","DES MIX MED 1,2 (P)","0244","Full Year","F","Visual Arts","None","","","357"
"302","052891","Canyon Hills High School","EJS8GA","Design in Mixed Media 1-2","DES MIX MED 1,2 (P)","0245","Full Year","F","Visual Arts","None","","","357"
"303","052891","Canyon Hills High School","L2F6P9","Drawing & Painting 1,2","DRW & PTG 1,2 (P)","0271","Full Year","F","Visual Arts","None","","","357"
"304","052891","Canyon Hills High School","L2F6P9","Drawing & Painting 1,2","DRW & PTG 1,2 (P)","0272","Full Year","F","Visual Arts","None","","","357"
"305","052891","Canyon Hills High School","HG3WKS8","Graphic Design 1,2","GRAPHIC DES 1,2 (P)","8511","Full Year","F","Visual Arts","None","","","357"
"306","052891","Canyon Hills High School","HG3WKS8","Graphic Design 1,2","GRAPHIC DES 1,2 (P)","8512","Full Year","F","Visual Arts","None","","","357"
"307","052891","Canyon Hills High School","IF6HTP3","Introduction to Design 1, 2 ","INTR DESIGN 1, 2 (P),INTR DESIGN 1P,INTR DESIGN 2P","3657","Full Year","F","Visual Arts","None","Arts, Media, and Entertainment","Design, Visual and Media Arts","357"
"308","052891","Canyon Hills High School","IF6HTP3","Introduction to Design 1, 2 ","INTR DESIGN 1, 2 (P),INTR DESIGN 1P,INTR DESIGN 2P","3658","Full Year","F","Visual Arts","None","Arts, Media, and Entertainment","Design, Visual and Media Arts","357"
"309","052891","Canyon Hills High School","AW3RK5","Multimedia Production 1/2","MULTMEDPROD1,2 (P),MULTIMED PROD 1P,MULTIMED PROD 2P","8839","Full Year","F","Visual Arts","None","","","357"
"310","052891","Canyon Hills High School","AW3RK5","Multimedia Production 1/2","MULTMEDPROD1,2 (P),MULTIMED PROD 1P,MULTIMED PROD 2P","8840","Full Year","F","Visual Arts","None","","","357"
"311","052891","Canyon Hills High School","DZ2SRB6","Multimedia Production 3,4","MULTIMED PROD 3 (P),MULTIMED PROD 4 (P)","8841","Full Year","F","Visual Arts","None","Arts, Media, and Entertainment","Design, Visual and Media Arts","357"
"312","052891","Canyon Hills High School","DZ2SRB6","Multimedia Production 3,4","MULTIMED PROD 3 (P),MULTIMED PROD 4 (P)","8842","Full Year","F","Visual Arts","None","Arts, Media, and Entertainment","Design, Visual and Media Arts","357"
"313","052891","Canyon Hills High School","HFM5CJ","Photography 1/2","PHOTOG 1 P,PHOTOG 2 P,PHOTOG 1,2 (P)","3691","Full Year","F","Visual Arts","None","","","357"
"314","052891","Canyon Hills High School","HFM5CJ","Photography 1/2","PHOTOG 1 P,PHOTOG 2 P,PHOTOG 1,2 (P)","3692","Full Year","F","Visual Arts","None","","","357"
"315","052891","Canyon Hills High School","DYJ264","Video Production 1/2","VIDEO PROD 1P,VIDEO PROD 2P,VIDEO PROD 1,2 (P)","8373","Full Year","F","Visual Arts","None","","","357"
"316","052891","Canyon Hills High School","DYJ264","Video Production 1/2","VIDEO PROD 1P,VIDEO PROD 2P,VIDEO PROD 1,2 (P)","8374","Full Year","F","Visual Arts","None","","","357"
"317","052837","Clairemont High School","SFRJW2","Public Speaking 5/6","PUB SPKG 5(P),PUB SPKG 6(P)","1419","Full Year","G","English","None","","","332"
"318","052837","Clairemont High School","SFRJW2","Public Speaking 5/6","PUB SPKG 5(P),PUB SPKG 6(P)","1420","Full Year","G","English","None","","","332"
"319","052837","Clairemont High School","DCSD6Q","Human Psychology and Sociology 1,2","HUMAN PSYSC1 (P),HUMAN PSYSC2 (P)","1154","Full Year","G","History / Social Science","None","","","332"
"320","052837","Clairemont High School","DCSD6Q","Human Psychology and Sociology 1,2","HUMAN PSYSC1 (P),HUMAN PSYSC2 (P)","1155","Full Year","G","History / Social Science","None","","","332"
"321","052837","Clairemont High School","CNNGQPB","Broadcast Journalism 1,2","BRDCST JOUR 1,2 (P)","8432","Full Year","G","Interdisciplinary","None","","","332"
"322","052837","Clairemont High School","CNNGQPB","Broadcast Journalism 1,2","BRDCST JOUR 1,2 (P)","8433","Full Year","G","Interdisciplinary","None","","","332"
"323","052837","Clairemont High School","PLJF97","Business and Financial Markets 1,2","BUS & FIN MKT 1,2 (P)","8609","Full Year","G","Interdisciplinary","None","","","332"
"324","052837","Clairemont High School","PLJF97","Business and Financial Markets 1,2","BUS & FIN MKT 1,2 (P)","8610","Full Year","G","Interdisciplinary","None","","","332"
"325","052837","Clairemont High School","ZD2LJ5","Empowering Entrepreneurs 1,2","EMP ENTRP 1,2 (P)","0587","Full Year","G","Interdisciplinary","None","Marketing, Sales, and Service","Entrepreneurship and Self-Employment","332"
"326","052837","Clairemont High School","ZD2LJ5","Empowering Entrepreneurs 1,2","EMP ENTRP 1,2 (P)","0588","Full Year","G","Interdisciplinary","None","Marketing, Sales, and Service","Entrepreneurship and Self-Employment","332"
"327","052837","Clairemont High School","N2BHRW","Empowering Entrepreneurs 1,2 Honors","EMP ENTRP 1 HNRS (HP),EMP ENTRP 2 HNRS (HP)","0667","Full Year","G","Interdisciplinary","Honors","Marketing, Sales, and Service","Entrepreneurship and Self-Employment","332"
"328","052837","Clairemont High School","N2BHRW","Empowering Entrepreneurs 1,2 Honors","EMP ENTRP 1 HNRS (HP),EMP ENTRP 2 HNRS (HP)","0668","Full Year","G","Interdisciplinary","Honors","Marketing, Sales, and Service","Entrepreneurship and Self-Employment","332"
"329","052837","Clairemont High School","AAA5ED4","Game Design 1,2","GAME DESIGN 1(P),GAME DESIGN 2(P),GAME DESIGN 1P,GAME DESIGN 2P","4473","Full Year","G","Interdisciplinary","None","Information and Communication Technologies","Games and Simulation","332"
"330","052837","Clairemont High School","AAA5ED4","Game Design 1,2","GAME DESIGN 1(P),GAME DESIGN 2(P),GAME DESIGN 1P,GAME DESIGN 2P","4474","Full Year","G","Interdisciplinary","None","Information and Communication Technologies","Games and Simulation","332"
"331","052837","Clairemont High School","GMSCLP","STEM Automotive Technology 1,2","STEM AUTO TECH 1,2 (P)","8300","Full Year","G","Interdisciplinary","None","Transportation","Systems, Diagnostics, Service, and Repair","332"
"332","052837","Clairemont High School","GMSCLP","STEM Automotive Technology 1,2","STEM AUTO TECH 1,2 (P)","8310","Full Year","G","Interdisciplinary","None","Transportation","Systems, Diagnostics, Service, and Repair","332"
"333","052837","Clairemont High School","ZR4BX3","Understanding My Ride - STEM Automotive 1,2","STEM AUTOMOTIVE 1, 2 (P)","8100","Full Year","G","Interdisciplinary","None","Transportation","Systems, Diagnostics, Service, and Repair","332"
"334","052837","Clairemont High School","ZR4BX3","Understanding My Ride - STEM Automotive 1,2","STEM AUTOMOTIVE 1, 2 (P)","8200","Full Year","G","Interdisciplinary","None","Transportation","Systems, Diagnostics, Service, and Repair","332"
"335","052837","Clairemont High School","ANCZ256","Advanced Accounting 1,2","ADV ACCOUNTING 1/2 (P)","8603","Full Year","G","Mathematics","None","Finance and Business","Financial Services","332"
"336","052837","Clairemont High School","ANCZ256","Advanced Accounting 1,2","ADV ACCOUNTING 1/2 (P)","8604","Full Year","G","Mathematics","None","Finance and Business","Financial Services","332"
"337","052837","Clairemont High School","R9MHLW","Advanced Accounting 1,2 Honors","ADV ACCOUNT 1 HNRS(HP),ADV ACCOUNT 2 HNRS(HP)","4683","Full Year","G","Mathematics","Honors","Finance and Business","Financial Services","332"
"338","052837","Clairemont High School","R9MHLW","Advanced Accounting 1,2 Honors","ADV ACCOUNT 1 HNRS(HP),ADV ACCOUNT 2 HNRS(HP)","4684","Full Year","G","Mathematics","Honors","Finance and Business","Financial Services","332"
"339","052837","Clairemont High School","DM8HK5","Science Research Techniques 1,2","SCI RS TCH 2(P),SCI RS TCH 1(P)","6432","Full Year","G","Science – Physical Sciences","None","","","332"
"340","052837","Clairemont High School","DM8HK5","Science Research Techniques 1,2","SCI RS TCH 2(P),SCI RS TCH 1(P)","6431","Full Year","G","Science – Physical Sciences","None","","","332"
"341","052837","Clairemont High School","NEBHYQ","Broadcast Journalism 3,4","BRDCST JOUR 3,4 (P)","8434","Full Year","G","Visual & Performing Arts","None","Arts, Media, and Entertainment","Production and Managerial Arts","332"
"342","052837","Clairemont High School","NEBHYQ","Broadcast Journalism 3,4","BRDCST JOUR 3,4 (P)","8435","Full Year","G","Visual & Performing Arts","None","Arts, Media, and Entertainment","Production and Managerial Arts","332"
"343","052837","Clairemont High School","HJFXYD","Sports Broadcasting 1,2","SPORTS BRDCST 1,2 (P)","2605","Full Year","G","Visual & Performing Arts","None","Arts, Media, and Entertainment","Production and Managerial Arts","332"
"344","052837","Clairemont High School","HJFXYD","Sports Broadcasting 1,2","SPORTS BRDCST 1,2 (P)","2606","Full Year","G","Visual & Performing Arts","None","Arts, Media, and Entertainment","Production and Managerial Arts","332"
"345","052837","Clairemont High School","LH8K29","Sports Broadcasting 1,2 Honors","SPORTS BRDCST 1,2 HRS (HP)","2607","Full Year","G","Visual & Performing Arts","Honors","Arts, Media, and Entertainment","Production and Managerial Arts","332"
"346","052837","Clairemont High School","LH8K29","Sports Broadcasting 1,2 Honors","SPORTS BRDCST 1,2 HRS (HP)","2608","Full Year","G","Visual & Performing Arts","Honors","Arts, Media, and Entertainment","Production and Managerial Arts","332"
"347","052837","Clairemont High School","NCMG56","English 1,2","ENGLISH 1 P,ENGLISH 2 P,ENGLISH 1,2 (P),ENGLISH 1,2 SM (P),ENGLISH 1,2 CL (P)","1540","Full Year","B","English","None","","","332"
"348","052837","Clairemont High School","NCMG56","English 1,2","ENGLISH 1 P,ENGLISH 2 P,ENGLISH 1,2 (P),ENGLISH 1,2 SM (P),ENGLISH 1,2 CL (P)","1541","Full Year","B","English","None","","","332"
"349","052837","Clairemont High School","NCMG56","English 1,2","ENGLISH 1 P,ENGLISH 2 P,ENGLISH 1,2 (P),ENGLISH 1,2 SM (P),ENGLISH 1,2 CL (P)","1540S","Full Year","B","English","None","","","332"
"350","052837","Clairemont High School","NCMG56","English 1,2","ENGLISH 1 P,ENGLISH 2 P,ENGLISH 1,2 (P),ENGLISH 1,2 SM (P),ENGLISH 1,2 CL (P)","1541S","Full Year","B","English","None","","","332"
"351","052837","Clairemont High School","NCMG56","English 1,2","ENGLISH 1 P,ENGLISH 2 P,ENGLISH 1,2 (P),ENGLISH 1,2 SM (P),ENGLISH 1,2 CL (P)","1540C","Full Year","B","English","None","","","332"
"352","052837","Clairemont High School","NCMG56","English 1,2","ENGLISH 1 P,ENGLISH 2 P,ENGLISH 1,2 (P),ENGLISH 1,2 SM (P),ENGLISH 1,2 CL (P)","1541C","Full Year","B","English","None","","","332"
"353","052837","Clairemont High School","C9R7T5","English 3,4 Advanced","ENG 3,4 ADV (P),ENG 3,4 ADV SM(P),ENG 3 ADV P,ENG 4 ADV P","1572","Full Year","B","English","None","","","332"
"354","052837","Clairemont High School","C9R7T5","English 3,4 Advanced","ENG 3,4 ADV (P),ENG 3,4 ADV SM(P),ENG 3 ADV P,ENG 4 ADV P","1573","Full Year","B","English","None","","","332"
"355","052837","Clairemont High School","C9R7T5","English 3,4 Advanced","ENG 3,4 ADV (P),ENG 3,4 ADV SM(P),ENG 3 ADV P,ENG 4 ADV P","1572S","Full Year","B","English","None","","","332"
"356","052837","Clairemont High School","C9R7T5","English 3,4 Advanced","ENG 3,4 ADV (P),ENG 3,4 ADV SM(P),ENG 3 ADV P,ENG 4 ADV P","1573S","Full Year","B","English","None","","","332"
"357","052837","Clairemont High School","Z327RH","Identity and Agency in US History","IDENT/AGCY US HIST 1,2 (P)","6579","Full Year","A","U.S. History","None","","","332"
"358","052837","Clairemont High School","Z327RH","Identity and Agency in US History","IDENT/AGCY US HIST 1,2 (P)","6580","Full Year","A","U.S. History","None","","","332"
"359","052837","Clairemont High School","E4RM28","Identity and Agency in US History Honors","IDENT/AGCY US HIST 1, 2 HRS (HP)","6589","Full Year","A","U.S. History","Honors","","","332"
"360","052837","Clairemont High School","E4RM28","Identity and Agency in US History Honors","IDENT/AGCY US HIST 1, 2 HRS (HP)","6590","Full Year","A","U.S. History","Honors","","","332"
"361","052837","Clairemont High School","C6FK7H","Power and Identity Around the World 1, 2","IDENT PWR ARND WLD 1, 2 (P)","6945","Full Year","A","World History / Cultures / Historical Geography","None","","","332"
"362","052837","Clairemont High School","C6FK7H","Power and Identity Around the World 1, 2","IDENT PWR ARND WLD 1, 2 (P)","6946","Full Year","A","World History / Cultures / Historical Geography","None","","","332"
"363","052837","Clairemont High School","EJY9NW","AP Calculus AB","CALC AB 1,2 AP (HP)","4189","Full Year","C","Calculus","AP","","","332"
"364","052837","Clairemont High School","EJY9NW","AP Calculus AB","CALC AB 1,2 AP (HP)","4190","Full Year","C","Calculus","AP","","","332"
"365","052837","Clairemont High School","EENP5A","PLTW Medical Interventions","MED INTERVEN 1,2 (P)","8265","Full Year","D","Biology / Life Sciences","None","","","332"
"366","052837","Clairemont High School","EENP5A","PLTW Medical Interventions","MED INTERVEN 1,2 (P)","8266","Full Year","D","Biology / Life Sciences","None","","","332"
"367","052837","Clairemont High School","FJ3HGN","Sports Medicine 1,2 Honors","SPORTS MED1 HNRS(HP),SPORTS MED2 HNRS(HP)","2601","Full Year","D","Biology / Life Sciences","Honors","Health Science and Medical Technology","Patient Care","332"
"368","052837","Clairemont High School","FJ3HGN","Sports Medicine 1,2 Honors","SPORTS MED1 HNRS(HP),SPORTS MED2 HNRS(HP)","2602","Full Year","D","Biology / Life Sciences","Honors","Health Science and Medical Technology","Patient Care","332"
"369","052837","Clairemont High School","XTFRH6","Computer Science Discoveries","CS DISC 1 (CODE.ORG) (P),CS DISC 2 (CODE.ORG) (P)","3576","Full Year","D","Computer Science","None","Information and Communication Technologies","Software and Systems Development","332"
"370","052837","Clairemont High School","XTFRH6","Computer Science Discoveries","CS DISC 1 (CODE.ORG) (P),CS DISC 2 (CODE.ORG) (P)","3577","Full Year","D","Computer Science","None","Information and Communication Technologies","Software and Systems Development","332"
"371","052837","Clairemont High School","EZS7EN","Sports Medicine 1,2","SPORTS MED 1,2 (P)","8271","Full Year","D","Interdisciplinary Sciences","None","Health Science and Medical Technology","Patient Care","332"
"372","052837","Clairemont High School","EZS7EN","Sports Medicine 1,2","SPORTS MED 1,2 (P)","8272","Full Year","D","Interdisciplinary Sciences","None","Health Science and Medical Technology","Patient Care","332"
"373","052837","Clairemont High School","ML6Q9Z","Physics 1/2 Advanced","PHYS 1,2 ADV (P),PHYS 1 ADV  P,PHYS 2 ADV  P","6321","Full Year","D","Physics","None","","","332"
"374","052837","Clairemont High School","ML6Q9Z","Physics 1/2 Advanced","PHYS 1,2 ADV (P),PHYS 1 ADV  P,PHYS 2 ADV  P","6322","Full Year","D","Physics","None","","","332"
"375","052837","Clairemont High School","G6GY9N","Game Design 3,4","GAME DESIGN 3,4,GAME DESIGN 3P,GAME DESIGN 4P","4477","Full Year","F","Interdisciplinary Arts","None","Information and Communication Technologies","Games and Simulation","332"
"376","052837","Clairemont High School","G6GY9N","Game Design 3,4","GAME DESIGN 3,4,GAME DESIGN 3P,GAME DESIGN 4P","4478","Full Year","F","Interdisciplinary Arts","None","Information and Communication Technologies","Games and Simulation","332"
"377","052837","Clairemont High School","KQLGB9","Video Production 3,4","VIDEO PROD 3,4 (P)","8375","Full Year","F","Visual Arts","None","","","332"
"378","052837","Clairemont High School","KQLGB9","Video Production 3,4","VIDEO PROD 3,4 (P)","8376","Full Year","F","Visual Arts","None","","","332"
"379","054630","Crawford High School","RX56GP","Newcomer Academy","NEWCOMER ACADEMY 1,2 (P)","1220","Full Year","G","English as a Second Language (ESL) / English Language Development (ELD)","None","","","334"
"380","054630","Crawford High School","RX56GP","Newcomer Academy","NEWCOMER ACADEMY 1,2 (P)","1221","Full Year","G","English as a Second Language (ESL) / English Language Development (ELD)","None","","","334"
"381","054630","Crawford High School","AW2H3Q5","Criminal Justice ","CPA CRIM JUST 1,2 (P)","6694","Full Year","G","History / Social Science","None","Public Services","Public Safety","334"
"382","054630","Crawford High School","AW2H3Q5","Criminal Justice ","CPA CRIM JUST 1,2 (P)","6695","Full Year","G","History / Social Science","None","Public Services","Public Safety","334"
"383","054630","Crawford High School","QJ7FYQ","Foundations of Legal Practice 1,2","FOUND LEGAL PR 1/2 (P)","8393","Full Year","G","History / Social Science","None","Public Services","Legal Services","334"
"384","054630","Crawford High School","QJ7FYQ","Foundations of Legal Practice 1,2","FOUND LEGAL PR 1/2 (P)","8394","Full Year","G","History / Social Science","None","Public Services","Legal Services","334"
"385","054630","Crawford High School","DJXMEH","Introduction to Law ","INT/LAW(CPA) 1,2 (P)","3767","Full Year","G","History / Social Science","None","Public Services","Legal Services","334"
"386","054630","Crawford High School","DJXMEH","Introduction to Law ","INT/LAW(CPA) 1,2 (P)","3768","Full Year","G","History / Social Science","None","Public Services","Legal Services","334"
"387","054630","Crawford High School","W75M2N","ARMY JROTC ELECTIVE 5,6","AJROTC ELECT 5,6 (P)","4565","Full Year","G","Interdisciplinary","None","","","334"
"388","054630","Crawford High School","W75M2N","ARMY JROTC ELECTIVE 5,6","AJROTC ELECT 5,6 (P)","4566","Full Year","G","Interdisciplinary","None","","","334"
